person_id,name,age,city,role
P01615,Person_01615,33,Ahmedabad,Suspect
P01616,Person_01616,26,Hyderabad,Person of Interest
P01617,Person_01617,23,Vadodara,Person of Interest
P01618,Person_01618,62,Kolkata,Suspect
P01619,Person_01619,52,Mumbai,Person of Interest
P01620,Person_01620,35,Vadodara,Suspect
P01621,Person_01621,24,Mumbai,Associate
P01622,Person_01622,59,Surat,Suspect
P01623,Person_01623,58,Ahmedabad,Associate
P01624,Person_01624,61,Rajkot,Suspect
P01625,Person_01625,30,Pune,Associate
P01626,Person_01626,41,Kolkata,Suspect
P01627,Person_01627,29,Jaipur,Person of Interest
P01628,Person_01628,50,Rajkot,Associate
P01629,Person_01629,51,Indore,Suspect
P01630,Person_01630,50,Jaipur,Witness
P01631,Person_01631,31,Ahmedabad,Suspect
P01632,Person_01632,35,Indore,Associate
P01633,Person_01633,55,Kolkata,Associate
P01634,Person_01634,58,Vadodara,Suspect
P01635,Person_01635,28,Jaipur,Suspect
P01636,Person_01636,23,Rajkot,Person of Interest
P01637,Person_01637,63,Indore,Associate
P01638,Person_01638,35,Kolkata,Suspect
P01639,Person_01639,56,Kolkata,Associate
P01640,Person_01640,25,Vadodara,Person of Interest
P01641,Person_01641,54,Jaipur,Associate
P01642,Person_01642,38,Mumbai,Suspect
P01643,Person_01643,44,Kolkata,Suspect
P01644,Person_01644,60,Indore,Witness
P01645,Person_01645,30,Rajkot,Suspect
P01646,Person_01646,51,Ahmedabad,Associate
P01647,Person_01647,48,Indore,Suspect
P01648,Person_01648,27,Pune,Associate
P01649,Person_01649,62,Delhi,Suspect
P01650,Person_01650,44,Surat,Associate
P01651,Person_01651,55,Vadodara,Person of Interest
P01652,Person_01652,37,Jaipur,Associate
P01653,Person_01653,38,Hyderabad,Suspect
P01654,Person_01654,28,Indore,Suspect
P01655,Person_01655,62,Surat,Person of Interest
P01656,Person_01656,48,Ahmedabad,Person of Interest
P01657,Person_01657,49,Hyderabad,Suspect
P01658,Person_01658,55,Surat,Associate
P01659,Person_01659,48,Pune,Suspect
P01660,Person_01660,64,Surat,Person of Interest
P01661,Person_01661,48,Delhi,Suspect
P01662,Person_01662,63,Hyderabad,Associate
P01663,Person_01663,59,Vadodara,Associate
P01664,Person_01664,56,Ahmedabad,Person of Interest
P01665,Person_01665,30,Mumbai,Associate
P01666,Person_01666,58,Vadodara,Associate
P01667,Person_01667,32,Rajkot,Person of Interest
P01668,Person_01668,36,Mumbai,Person of Interest
P01669,Person_01669,30,Pune,Associate
P01670,Person_01670,63,Kolkata,Suspect
P01671,Person_01671,40,Vadodara,Person of Interest
P01672,Person_01672,30,Delhi,Suspect
P01673,Person_01673,49,Kolkata,Suspect
P01674,Person_01674,39,Surat,Suspect
P01675,Person_01675,34,Surat,Associate
P01676,Person_01676,54,Jaipur,Associate
P01677,Person_01677,45,Kolkata,Associate
P01678,Person_01678,26,Indore,Associate
P01679,Person_01679,30,Delhi,Person of Interest
P01680,Person_01680,46,Surat,Associate
P01681,Person_01681,64,Kolkata,Suspect
P01682,Person_01682,57,Rajkot,Suspect
P01683,Person_01683,47,Indore,Person of Interest
P01684,Person_01684,64,Vadodara,Witness
P01685,Person_01685,38,Vadodara,Suspect
P01686,Person_01686,62,Indore,Associate
P01687,Person_01687,41,Surat,Suspect
P01688,Person_01688,49,Surat,Suspect
P01689,Person_01689,49,Ahmedabad,Suspect
P01690,Person_01690,60,Pune,Suspect
P01691,Person_01691,57,Hyderabad,Associate
P01692,Person_01692,43,Indore,Suspect
P01693,Person_01693,57,Vadodara,Suspect
P01694,Person_01694,42,Jaipur,Suspect
P01695,Person_01695,50,Vadodara,Person of Interest
P01696,Person_01696,46,Indore,Person of Interest
P01697,Person_01697,24,Surat,Person of Interest
P01698,Person_01698,21,Pune,Suspect
P01699,Person_01699,23,Surat,Person of Interest
P01700,Person_01700,31,Mumbai,Person of Interest
P01701,Person_01701,52,Pune,Suspect
P01702,Person_01702,61,Bengaluru,Associate
P01703,Person_01703,27,Mumbai,Associate
P01704,Person_01704,36,Pune,Person of Interest
P01705,Person_01705,38,Kolkata,Witness
P01706,Person_01706,30,Rajkot,Person of Interest
P01707,Person_01707,47,Indore,Person of Interest
P01708,Person_01708,62,Rajkot,Associate
P01709,Person_01709,21,Bengaluru,Associate
P01710,Person_01710,38,Ahmedabad,Suspect
P01711,Person_01711,42,Ahmedabad,Person of Interest
P01712,Person_01712,46,Surat,Person of Interest
P01713,Person_01713,56,Rajkot,Suspect
P01714,Person_01714,38,Rajkot,Suspect
P01715,Person_01715,43,Mumbai,Associate
P01716,Person_01716,27,Pune,Associate
P01717,Person_01717,51,Bengaluru,Associate
P01718,Person_01718,32,Indore,Person of Interest
P01719,Person_01719,21,Ahmedabad,Person of Interest
P01720,Person_01720,22,Rajkot,Person of Interest
P01721,Person_01721,52,Jaipur,Suspect
P01722,Person_01722,31,Pune,Person of Interest
P01723,Person_01723,27,Ahmedabad,Suspect
P01724,Person_01724,60,Indore,Suspect
P01725,Person_01725,50,Jaipur,Suspect
P01726,Person_01726,46,Hyderabad,Suspect
P01727,Person_01727,58,Mumbai,Person of Interest
P01728,Person_01728,42,Ahmedabad,Suspect
P01729,Person_01729,42,Hyderabad,Person of Interest
P01730,Person_01730,35,Mumbai,Suspect
P01731,Person_01731,50,Hyderabad,Associate
P01732,Person_01732,32,Jaipur,Suspect
P01733,Person_01733,48,Rajkot,Associate
P01734,Person_01734,35,Bengaluru,Associate
P01735,Person_01735,42,Indore,Associate
P01736,Person_01736,55,Delhi,Associate
P01737,Person_01737,24,Pune,Person of Interest
P01738,Person_01738,49,Mumbai,Suspect
P01739,Person_01739,62,Jaipur,Witness
P01740,Person_01740,28,Rajkot,Suspect
P01741,Person_01741,28,Mumbai,Suspect
P01742,Person_01742,54,Pune,Suspect
P01743,Person_01743,35,Kolkata,Associate
P01744,Person_01744,53,Ahmedabad,Suspect
P01745,Person_01745,53,Bengaluru,Suspect
P01746,Person_01746,58,Delhi,Suspect
P01747,Person_01747,39,Indore,Suspect
P01748,Person_01748,63,Rajkot,Suspect
P01749,Person_01749,41,Surat,Suspect
P01750,Person_01750,43,Bengaluru,Associate
P01751,Person_01751,32,Indore,Suspect
P01752,Person_01752,59,Kolkata,Suspect
P01753,Person_01753,59,Pune,Suspect
P01754,Person_01754,40,Hyderabad,Associate
P01755,Person_01755,32,Bengaluru,Suspect
P01756,Person_01756,28,Indore,Person of Interest
P01757,Person_01757,55,Hyderabad,Person of Interest
P01758,Person_01758,42,Bengaluru,Suspect
P01759,Person_01759,36,Bengaluru,Person of Interest
P01760,Person_01760,47,Rajkot,Suspect
P01761,Person_01761,33,Surat,Associate
P01762,Person_01762,38,Rajkot,Witness
P01763,Person_01763,37,Hyderabad,Suspect
P01764,Person_01764,64,Indore,Person of Interest
P01765,Person_01765,26,Pune,Suspect
P01766,Person_01766,35,Pune,Witness
P01767,Person_01767,62,Mumbai,Suspect
P01768,Person_01768,41,Ahmedabad,Person of Interest
P01769,Person_01769,23,Jaipur,Suspect
P01770,Person_01770,50,Delhi,Person of Interest
P01771,Person_01771,22,Delhi,Associate
P01772,Person_01772,22,Hyderabad,Suspect
P01773,Person_01773,22,Rajkot,Suspect
P01774,Person_01774,33,Ahmedabad,Suspect
P01775,Person_01775,48,Vadodara,Suspect
P01776,Person_01776,61,Surat,Associate
P01777,Person_01777,44,Kolkata,Suspect
P01778,Person_01778,60,Bengaluru,Suspect
P01779,Person_01779,51,Pune,Associate
P01780,Person_01780,29,Hyderabad,Person of Interest
P01781,Person_01781,51,Jaipur,Suspect
P01782,Person_01782,31,Ahmedabad,Person of Interest
P01783,Person_01783,51,Hyderabad,Witness
P01784,Person_01784,53,Surat,Suspect
P01785,Person_01785,33,Rajkot,Suspect
P01786,Person_01786,64,Jaipur,Suspect
P01787,Person_01787,40,Delhi,Associate
P01788,Person_01788,39,Surat,Suspect
P01789,Person_01789,26,Indore,Person of Interest
P01790,Person_01790,29,Ahmedabad,Witness
P01791,Person_01791,39,Jaipur,Associate
P01792,Person_01792,35,Indore,Suspect
P01793,Person_01793,55,Delhi,Suspect
P01794,Person_01794,21,Hyderabad,Person of Interest
P01795,Person_01795,22,Jaipur,Associate
P01796,Person_01796,24,Kolkata,Associate
P01797,Person_01797,25,Vadodara,Associate
P01798,Person_01798,47,Mumbai,Suspect
P01799,Person_01799,25,Bengaluru,Witness
P01800,Person_01800,26,Rajkot,Witness
P01801,Person_01801,46,Hyderabad,Associate
P01802,Person_01802,32,Jaipur,Suspect
P01803,Person_01803,50,Rajkot,Associate
P01804,Person_01804,44,Mumbai,Person of Interest
P01805,Person_01805,61,Hyderabad,Suspect
P01806,Person_01806,29,Rajkot,Suspect
P01807,Person_01807,41,Indore,Suspect
P01808,Person_01808,33,Ahmedabad,Suspect
P01809,Person_01809,23,Pune,Person of Interest
P01810,Person_01810,58,Ahmedabad,Associate
P01811,Person_01811,59,Indore,Person of Interest
P01812,Person_01812,53,Ahmedabad,Associate
P01813,Person_01813,35,Vadodara,Suspect
P01814,Person_01814,29,Indore,Person of Interest
P01815,Person_01815,55,Kolkata,Suspect
P01816,Person_01816,49,Vadodara,Person of Interest
P01817,Person_01817,38,Mumbai,Suspect
P01818,Person_01818,55,Vadodara,Suspect
P01819,Person_01819,64,Bengaluru,Suspect
P01820,Person_01820,41,Jaipur,Associate
P01821,Person_01821,46,Kolkata,Associate
P01822,Person_01822,40,Kolkata,Suspect
P01823,Person_01823,34,Hyderabad,Witness
P01824,Person_01824,38,Ahmedabad,Suspect
P01825,Person_01825,45,Pune,Person of Interest
P01826,Person_01826,53,Mumbai,Suspect
P01827,Person_01827,28,Kolkata,Suspect
P01828,Person_01828,42,Delhi,Person of Interest
P01829,Person_01829,22,Kolkata,Associate
P01830,Person_01830,35,Ahmedabad,Person of Interest
P01831,Person_01831,25,Bengaluru,Associate
P01832,Person_01832,52,Indore,Person of Interest
P01833,Person_01833,39,Vadodara,Suspect
P01834,Person_01834,52,Kolkata,Person of Interest
P01835,Person_01835,57,Rajkot,Associate
P01836,Person_01836,48,Delhi,Person of Interest
P01837,Person_01837,34,Jaipur,Suspect
P01838,Person_01838,63,Mumbai,Suspect
P01839,Person_01839,32,Delhi,Associate
P01840,Person_01840,35,Surat,Associate
P01841,Person_01841,61,Pune,Person of Interest
P01842,Person_01842,51,Rajkot,Person of Interest
P01843,Person_01843,52,Jaipur,Associate
P01844,Person_01844,40,Bengaluru,Associate
P01845,Person_01845,21,Hyderabad,Associate
P01846,Person_01846,51,Surat,Suspect
P01847,Person_01847,46,Ahmedabad,Person of Interest
P01848,Person_01848,34,Kolkata,Suspect
P01849,Person_01849,26,Vadodara,Suspect
P01850,Person_01850,58,Kolkata,Person of Interest
P01851,Person_01851,59,Indore,Associate
P01852,Person_01852,21,Delhi,Suspect
P01853,Person_01853,63,Pune,Associate
P01854,Person_01854,59,Surat,Suspect
P01855,Person_01855,21,Jaipur,Associate
P01856,Person_01856,46,Jaipur,Associate
P01857,Person_01857,23,Ahmedabad,Associate
P01858,Person_01858,29,Indore,Suspect
P01859,Person_01859,30,Jaipur,Suspect
P01860,Person_01860,27,Kolkata,Suspect
P01861,Person_01861,60,Hyderabad,Associate
P01862,Person_01862,38,Jaipur,Associate
P01863,Person_01863,59,Kolkata,Person of Interest
P01864,Person_01864,34,Pune,Person of Interest
P01865,Person_01865,62,Surat,Suspect
P01866,Person_01866,49,Kolkata,Associate
P01867,Person_01867,47,Indore,Person of Interest
P01868,Person_01868,56,Surat,Person of Interest
P01869,Person_01869,50,Bengaluru,Suspect
P01870,Person_01870,55,Hyderabad,Person of Interest
P01871,Person_01871,35,Vadodara,Associate
P01872,Person_01872,28,Ahmedabad,Suspect
P01873,Person_01873,37,Bengaluru,Suspect
P01874,Person_01874,31,Jaipur,Suspect
P01875,Person_01875,33,Delhi,Suspect
P01876,Person_01876,31,Mumbai,Suspect
P01877,Person_01877,44,Indore,Suspect
P01878,Person_01878,35,Kolkata,Associate
P01879,Person_01879,47,Bengaluru,Person of Interest
P01880,Person_01880,35,Mumbai,Suspect
P01881,Person_01881,34,Delhi,Witness
P01882,Person_01882,50,Pune,Suspect
P01883,Person_01883,29,Ahmedabad,Suspect
P01884,Person_01884,53,Delhi,Witness
P01885,Person_01885,53,Vadodara,Associate
P01886,Person_01886,46,Vadodara,Associate
P01887,Person_01887,57,Rajkot,Person of Interest
P01888,Person_01888,23,Ahmedabad,Person of Interest
P01889,Person_01889,32,Bengaluru,Suspect
P01890,Person_01890,40,Kolkata,Suspect
P01891,Person_01891,37,Hyderabad,Associate
P01892,Person_01892,47,Pune,Person of Interest
P01893,Person_01893,28,Jaipur,Person of Interest
P01894,Person_01894,29,Pune,Associate
P01895,Person_01895,61,Surat,Suspect
P01896,Person_01896,28,Mumbai,Person of Interest
P01897,Person_01897,41,Kolkata,Suspect
P01898,Person_01898,53,Vadodara,Suspect
P01899,Person_01899,29,Vadodara,Person of Interest
P01900,Person_01900,60,Vadodara,Associate
P01901,Person_01901,46,Jaipur,Suspect
P01902,Person_01902,48,Indore,Associate
P01903,Person_01903,45,Indore,Associate
P01904,Person_01904,46,Rajkot,Associate
P01905,Person_01905,30,Mumbai,Associate
P01906,Person_01906,54,Ahmedabad,Suspect
P01907,Person_01907,54,Indore,Suspect
P01908,Person_01908,50,Jaipur,Witness
P01909,Person_01909,30,Rajkot,Witness
P01910,Person_01910,56,Bengaluru,Suspect
P01911,Person_01911,32,Hyderabad,Witness
P01912,Person_01912,55,Mumbai,Associate
P01913,Person_01913,57,Ahmedabad,Person of Interest
P01914,Person_01914,42,Mumbai,Suspect
P01915,Person_01915,56,Delhi,Suspect
P01916,Person_01916,30,Bengaluru,Associate
P01917,Person_01917,37,Jaipur,Suspect
P01918,Person_01918,41,Mumbai,Suspect
P01919,Person_01919,45,Surat,Associate
P01920,Person_01920,23,Pune,Suspect
P01921,Person_01921,64,Pune,Suspect
P01922,Person_01922,27,Surat,Suspect
P01923,Person_01923,27,Vadodara,Suspect
P01924,Person_01924,59,Vadodara,Associate
P01925,Person_01925,32,Hyderabad,Associate
P01926,Person_01926,40,Surat,Suspect
P01927,Person_01927,22,Pune,Suspect
P01928,Person_01928,45,Pune,Person of Interest
P01929,Person_01929,28,Jaipur,Suspect
P01930,Person_01930,61,Kolkata,Suspect
P01931,Person_01931,62,Hyderabad,Person of Interest
P01932,Person_01932,51,Delhi,Suspect
P01933,Person_01933,31,Hyderabad,Witness
P01934,Person_01934,49,Hyderabad,Associate
P01935,Person_01935,30,Jaipur,Associate
P01936,Person_01936,23,Hyderabad,Suspect
P01937,Person_01937,42,Surat,Associate
P01938,Person_01938,26,Hyderabad,Associate
P01939,Person_01939,62,Pune,Suspect
P01940,Person_01940,49,Mumbai,Suspect
P01941,Person_01941,51,Ahmedabad,Associate
P01942,Person_01942,51,Delhi,Associate
P01943,Person_01943,60,Kolkata,Suspect
P01944,Person_01944,63,Rajkot,Associate
P01945,Person_01945,44,Indore,Suspect
P01946,Person_01946,50,Bengaluru,Person of Interest
P01947,Person_01947,37,Pune,Witness
P01948,Person_01948,53,Rajkot,Suspect
P01949,Person_01949,36,Ahmedabad,Person of Interest
P01950,Person_01950,31,Ahmedabad,Associate
P01951,Person_01951,64,Vadodara,Person of Interest
P01952,Person_01952,30,Indore,Suspect
P01953,Person_01953,53,Kolkata,Associate
P01954,Person_01954,56,Ahmedabad,Suspect
P01955,Person_01955,48,Indore,Person of Interest
P01956,Person_01956,55,Delhi,Suspect
P01957,Person_01957,64,Pune,Associate
P01958,Person_01958,29,Vadodara,Person of Interest
P01959,Person_01959,32,Vadodara,Person of Interest
P01960,Person_01960,52,Surat,Associate
P01961,Person_01961,59,Mumbai,Associate
P01962,Person_01962,38,Jaipur,Associate
P01963,Person_01963,62,Bengaluru,Person of Interest
P01964,Person_01964,56,Vadodara,Person of Interest
P01965,Person_01965,59,Bengaluru,Suspect
P01966,Person_01966,50,Mumbai,Associate
P01967,Person_01967,41,Bengaluru,Suspect
P01968,Person_01968,50,Mumbai,Associate
P01969,Person_01969,21,Kolkata,Person of Interest
P01970,Person_01970,47,Bengaluru,Suspect
P01971,Person_01971,51,Hyderabad,Associate
P01972,Person_01972,54,Surat,Person of Interest
P01973,Person_01973,21,Surat,Suspect
P01974,Person_01974,49,Delhi,Witness
P01975,Person_01975,44,Ahmedabad,Suspect
P01976,Person_01976,39,Mumbai,Associate
P01977,Person_01977,48,Hyderabad,Associate
P01978,Person_01978,61,Bengaluru,Suspect
P01979,Person_01979,61,Rajkot,Suspect
P01980,Person_01980,39,Mumbai,Associate
P01981,Person_01981,56,Hyderabad,Associate
P01982,Person_01982,39,Vadodara,Suspect
P01983,Person_01983,32,Mumbai,Associate
P01984,Person_01984,57,Rajkot,Suspect
P01985,Person_01985,37,Vadodara,Person of Interest
P01986,Person_01986,54,Vadodara,Witness
P01987,Person_01987,40,Delhi,Witness
P01988,Person_01988,39,Jaipur,Suspect
P01989,Person_01989,64,Delhi,Person of Interest
P01990,Person_01990,42,Indore,Associate
P01991,Person_01991,52,Jaipur,Associate
P01992,Person_01992,41,Bengaluru,Witness
P01993,Person_01993,36,Kolkata,Suspect
P01994,Person_01994,24,Ahmedabad,Suspect
P01995,Person_01995,22,Indore,Person of Interest
P01996,Person_01996,63,Ahmedabad,Suspect
P01997,Person_01997,23,Mumbai,Person of Interest
P01998,Person_01998,41,Bengaluru,Associate
P01999,Person_01999,27,Ahmedabad,Associate
P02000,Person_02000,53,Mumbai,Suspect
P02001,Person_02001,38,Hyderabad,Associate
P02002,Person_02002,46,Delhi,Associate
P02003,Person_02003,57,Surat,Suspect
P02004,Person_02004,46,Kolkata,Person of Interest
P02005,Person_02005,53,Mumbai,Suspect
P02006,Person_02006,21,Rajkot,Associate
P02007,Person_02007,60,Ahmedabad,Person of Interest
P02008,Person_02008,61,Surat,Suspect
P02009,Person_02009,57,Pune,Person of Interest
P02010,Person_02010,23,Kolkata,Suspect
P02011,Person_02011,54,Kolkata,Associate
P02012,Person_02012,57,Indore,Suspect
P02013,Person_02013,56,Vadodara,Suspect
P02014,Person_02014,64,Surat,Suspect
P02015,Person_02015,61,Bengaluru,Suspect
P02016,Person_02016,24,Hyderabad,Person of Interest
P02017,Person_02017,52,Mumbai,Associate
P02018,Person_02018,62,Pune,Person of Interest
P02019,Person_02019,51,Hyderabad,Suspect
P02020,Person_02020,45,Bengaluru,Suspect
P02021,Person_02021,55,Bengaluru,Associate
P02022,Person_02022,54,Jaipur,Witness
P02023,Person_02023,27,Bengaluru,Witness
P02024,Person_02024,30,Hyderabad,Suspect
P02025,Person_02025,62,Mumbai,Suspect
P02026,Person_02026,61,Rajkot,Suspect
P02027,Person_02027,26,Rajkot,Person of Interest
P02028,Person_02028,61,Vadodara,Witness
P02029,Person_02029,55,Hyderabad,Person of Interest
P02030,Person_02030,40,Delhi,Witness
P02031,Person_02031,55,Ahmedabad,Associate
P02032,Person_02032,41,Delhi,Suspect
P02033,Person_02033,24,Mumbai,Suspect
P02034,Person_02034,21,Bengaluru,Person of Interest
P02035,Person_02035,42,Bengaluru,Person of Interest
P02036,Person_02036,29,Bengaluru,Suspect
P02037,Person_02037,58,Mumbai,Person of Interest
P02038,Person_02038,52,Kolkata,Person of Interest
P02039,Person_02039,63,Delhi,Associate
P02040,Person_02040,21,Indore,Associate
P02041,Person_02041,22,Vadodara,Associate
P02042,Person_02042,61,Jaipur,Person of Interest
P02043,Person_02043,27,Indore,Associate
P02044,Person_02044,40,Jaipur,Person of Interest
P02045,Person_02045,54,Hyderabad,Suspect
P02046,Person_02046,56,Mumbai,Person of Interest
P02047,Person_02047,48,Hyderabad,Person of Interest
P02048,Person_02048,31,Jaipur,Suspect
P02049,Person_02049,37,Indore,Suspect
P02050,Person_02050,34,Pune,Suspect
P02051,Person_02051,47,Indore,Associate
P02052,Person_02052,32,Indore,Associate
P02053,Person_02053,36,Mumbai,Person of Interest
P02054,Person_02054,32,Ahmedabad,Associate
P02055,Person_02055,38,Hyderabad,Person of Interest
P02056,Person_02056,51,Mumbai,Suspect
P02057,Person_02057,56,Bengaluru,Witness
P02058,Person_02058,22,Kolkata,Person of Interest
P02059,Person_02059,33,Vadodara,Associate
P02060,Person_02060,41,Hyderabad,Associate
P02061,Person_02061,43,Indore,Person of Interest
P02062,Person_02062,43,Mumbai,Suspect
P02063,Person_02063,46,Indore,Associate
P02064,Person_02064,62,Hyderabad,Associate
P02065,Person_02065,40,Indore,Suspect
P02066,Person_02066,63,Vadodara,Suspect
P02067,Person_02067,51,Hyderabad,Suspect
P02068,Person_02068,34,Hyderabad,Suspect
P02069,Person_02069,59,Surat,Person of Interest
P02070,Person_02070,52,Mumbai,Person of Interest
P02071,Person_02071,57,Bengaluru,Person of Interest
P02072,Person_02072,44,Mumbai,Suspect
P02073,Person_02073,23,Mumbai,Suspect
P02074,Person_02074,29,Jaipur,Suspect
P02075,Person_02075,38,Indore,Suspect
P02076,Person_02076,47,Hyderabad,Suspect
P02077,Person_02077,30,Rajkot,Associate
P02078,Person_02078,48,Bengaluru,Suspect
P02079,Person_02079,32,Hyderabad,Person of Interest
P02080,Person_02080,38,Hyderabad,Witness
P02081,Person_02081,24,Hyderabad,Suspect
P02082,Person_02082,63,Surat,Person of Interest
P02083,Person_02083,34,Hyderabad,Person of Interest
P02084,Person_02084,47,Surat,Suspect
P02085,Person_02085,35,Delhi,Person of Interest
P02086,Person_02086,29,Delhi,Witness
P02087,Person_02087,47,Rajkot,Suspect
P02088,Person_02088,63,Ahmedabad,Suspect
P02089,Person_02089,30,Ahmedabad,Person of Interest
P02090,Person_02090,59,Surat,Associate
P02091,Person_02091,60,Hyderabad,Associate
P02092,Person_02092,36,Bengaluru,Associate
P02093,Person_02093,38,Ahmedabad,Associate
P02094,Person_02094,60,Mumbai,Suspect
P02095,Person_02095,56,Hyderabad,Person of Interest
P02096,Person_02096,33,Kolkata,Suspect
P02097,Person_02097,22,Mumbai,Person of Interest
P02098,Person_02098,32,Hyderabad,Associate
P02099,Person_02099,44,Delhi,Suspect
P02100,Person_02100,56,Ahmedabad,Associate
P02101,Person_02101,61,Bengaluru,Suspect
P02102,Person_02102,46,Pune,Suspect
P02103,Person_02103,57,Rajkot,Suspect
P02104,Person_02104,52,Bengaluru,Person of Interest
P02105,Person_02105,29,Indore,Person of Interest
P02106,Person_02106,41,Vadodara,Person of Interest
P02107,Person_02107,38,Surat,Suspect
P02108,Person_02108,46,Ahmedabad,Associate
P02109,Person_02109,44,Delhi,Associate
P02110,Person_02110,26,Surat,Person of Interest
P02111,Person_02111,38,Bengaluru,Suspect
P02112,Person_02112,51,Jaipur,Person of Interest
P02113,Person_02113,49,Surat,Person of Interest
P02114,Person_02114,49,Mumbai,Suspect
P02115,Person_02115,38,Pune,Suspect
P02116,Person_02116,53,Surat,Witness
P02117,Person_02117,52,Mumbai,Suspect
P02118,Person_02118,56,Indore,Suspect
P02119,Person_02119,28,Mumbai,Person of Interest
P02120,Person_02120,55,Surat,Suspect
P02121,Person_02121,28,Rajkot,Person of Interest
P02122,Person_02122,37,Ahmedabad,Person of Interest
P02123,Person_02123,27,Ahmedabad,Person of Interest
P02124,Person_02124,26,Indore,Witness
P02125,Person_02125,61,Bengaluru,Associate
P02126,Person_02126,27,Surat,Associate
P02127,Person_02127,53,Mumbai,Associate
P02128,Person_02128,46,Mumbai,Suspect
P02129,Person_02129,59,Pune,Suspect
P02130,Person_02130,24,Rajkot,Suspect
P02131,Person_02131,28,Vadodara,Suspect
P02132,Person_02132,58,Mumbai,Suspect
P02133,Person_02133,35,Rajkot,Person of Interest
P02134,Person_02134,25,Ahmedabad,Person of Interest
P02135,Person_02135,60,Vadodara,Suspect
P02136,Person_02136,27,Pune,Associate
P02137,Person_02137,29,Indore,Suspect
P02138,Person_02138,53,Mumbai,Associate
P02139,Person_02139,35,Surat,Witness
P02140,Person_02140,52,Delhi,Witness
P02141,Person_02141,46,Rajkot,Person of Interest
P02142,Person_02142,44,Hyderabad,Person of Interest
P02143,Person_02143,29,Pune,Associate
P02144,Person_02144,22,Ahmedabad,Person of Interest
P02145,Person_02145,37,Hyderabad,Person of Interest
P02146,Person_02146,37,Jaipur,Person of Interest
P02147,Person_02147,23,Delhi,Witness
P02148,Person_02148,22,Jaipur,Suspect
P02149,Person_02149,42,Mumbai,Suspect
P02150,Person_02150,52,Pune,Person of Interest
P02151,Person_02151,42,Kolkata,Associate
P02152,Person_02152,36,Mumbai,Person of Interest
P02153,Person_02153,37,Delhi,Witness
P02154,Person_02154,51,Rajkot,Associate
P02155,Person_02155,33,Delhi,Suspect
P02156,Person_02156,43,Jaipur,Suspect
P02157,Person_02157,31,Kolkata,Suspect
P02158,Person_02158,27,Jaipur,Suspect
P02159,Person_02159,41,Ahmedabad,Person of Interest
P02160,Person_02160,35,Jaipur,Suspect
P02161,Person_02161,47,Surat,Suspect
P02162,Person_02162,57,Ahmedabad,Suspect
P02163,Person_02163,22,Mumbai,Person of Interest
P02164,Person_02164,57,Vadodara,Suspect
P02165,Person_02165,24,Mumbai,Witness
P02166,Person_02166,60,Hyderabad,Person of Interest
P02167,Person_02167,34,Surat,Suspect
P02168,Person_02168,36,Kolkata,Suspect
P02169,Person_02169,23,Surat,Associate
P02170,Person_02170,45,Bengaluru,Person of Interest
P02171,Person_02171,46,Rajkot,Person of Interest
P02172,Person_02172,37,Hyderabad,Suspect
P02173,Person_02173,21,Kolkata,Person of Interest
P02174,Person_02174,54,Rajkot,Suspect
P02175,Person_02175,21,Mumbai,Associate
P02176,Person_02176,42,Ahmedabad,Associate
P02177,Person_02177,38,Surat,Person of Interest
P02178,Person_02178,40,Surat,Associate
P02179,Person_02179,51,Pune,Person of Interest
P02180,Person_02180,25,Indore,Suspect
P02181,Person_02181,58,Surat,Person of Interest
P02182,Person_02182,48,Bengaluru,Person of Interest
P02183,Person_02183,37,Delhi,Associate
P02184,Person_02184,59,Rajkot,Suspect
P02185,Person_02185,48,Hyderabad,Suspect
P02186,Person_02186,63,Hyderabad,Suspect
P02187,Person_02187,55,Mumbai,Person of Interest
P02188,Person_02188,49,Indore,Suspect
P02189,Person_02189,58,Hyderabad,Person of Interest
P02190,Person_02190,33,Ahmedabad,Suspect
P02191,Person_02191,32,Rajkot,Person of Interest
P02192,Person_02192,39,Jaipur,Suspect
P02193,Person_02193,56,Rajkot,Suspect
P02194,Person_02194,50,Kolkata,Associate
P02195,Person_02195,39,Pune,Suspect
P02196,Person_02196,31,Delhi,Associate
P02197,Person_02197,26,Hyderabad,Witness
P02198,Person_02198,47,Ahmedabad,Suspect
P02199,Person_02199,38,Surat,Person of Interest
P02200,Person_02200,43,Hyderabad,Associate
P02201,Person_02201,59,Kolkata,Associate
P02202,Person_02202,46,Vadodara,Suspect
P02203,Person_02203,41,Hyderabad,Person of Interest
P02204,Person_02204,35,Kolkata,Suspect
P02205,Person_02205,22,Vadodara,Associate
P02206,Person_02206,35,Surat,Person of Interest
P02207,Person_02207,29,Hyderabad,Person of Interest
P02208,Person_02208,52,Jaipur,Suspect
P02209,Person_02209,56,Surat,Suspect
P02210,Person_02210,42,Hyderabad,Associate
P02211,Person_02211,29,Indore,Person of Interest
P02212,Person_02212,35,Rajkot,Associate
P02213,Person_02213,26,Jaipur,Associate
P02214,Person_02214,32,Rajkot,Person of Interest
P02215,Person_02215,41,Mumbai,Suspect
P02216,Person_02216,42,Jaipur,Person of Interest
P02217,Person_02217,62,Vadodara,Suspect
P02218,Person_02218,52,Jaipur,Suspect
P02219,Person_02219,29,Hyderabad,Suspect
P02220,Person_02220,52,Vadodara,Associate
P02221,Person_02221,62,Mumbai,Suspect
P02222,Person_02222,41,Kolkata,Person of Interest
